Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"waitForElementClickable(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:44,2019-02-04 13:56:45,0.629s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 13:56:45,2019-02-04 13:56:45,0.121s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 13:56:45,2019-02-04 13:56:45,0.101s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_ADD_IDEA_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 13:56:45,2019-02-04 13:56:45,0.429s,PASSED
"TITLE = setText(findTestObject(""IDEATION/IDEAS/OC_TITLE_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 13:56:45,2019-02-04 13:56:46,0.685s,ERROR
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_RELATED_TOPICS_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 13:56:46,2019-02-04 13:56:50,3.555s,FAILED
"waitForElementPresent(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:46,2019-02-04 13:56:46,0.015s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 13:56:46,2019-02-04 13:56:46,0.023s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 13:56:46,2019-02-04 13:56:47,0.394s,FAILED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:47,2019-02-04 13:56:47,0.015s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 13:56:47,2019-02-04 13:56:47,0.025s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 13:56:47,2019-02-04 13:56:47,0.355s,FAILED
"waitForElementPresent(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:47,2019-02-04 13:56:47,0.022s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/LV_SEARCH_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 13:56:47,2019-02-04 13:56:48,0.591s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:48,2019-02-04 13:56:48,0.018s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""))",Chrome 71.0.3578.98,,2019-02-04 13:56:48,2019-02-04 13:56:48,0.032s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""))",Chrome 71.0.3578.98,,2019-02-04 13:56:48,2019-02-04 13:56:48,0.467s,FAILED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/IDEA_CARD""), 60)",Chrome 71.0.3578.98,,2019-02-04 13:56:48,2019-02-04 13:56:48,0.056s,PASSED
"if (RELATED_RISK == ""YES"")",Chrome 71.0.3578.98,,2019-02-04 13:56:48,2019-02-04 13:56:50,1.239s,FAILED
"if (RELATED_KPI == ""YES"")",Chrome 71.0.3578.98,,2019-02-04 13:56:50,2019-02-04 13:56:50,0.007s,FAILED
