Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:31:52,2019-02-04 15:31:52,0.357s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_DROPDOWN""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:31:52,2019-02-04 15:31:53,0.058s,PASSED
"stratapp.Dropdown.Select(findTestObject(""IDEATION/IDEAS/OC_STATUS_DROPDOWN""), IDEA_STATUS)",Chrome 71.0.3578.98,,2019-02-04 15:31:53,2019-02-04 15:31:53,0.337s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:31:53,2019-02-04 15:31:53,0.049s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:31:53,2019-02-04 15:31:53,0.249s,PASSED
"stratapp.Dropdown.Select(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_DROPDOWN""), IDEA_IMPORTANCE)",Chrome 71.0.3578.98,,2019-02-04 15:31:53,2019-02-04 15:31:53,0.307s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_SECURITY_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:31:53,2019-02-04 15:31:54,0.061s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_SECURITY_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:31:54,2019-02-04 15:31:54,0.194s,PASSED
"stratapp.Dropdown.Select(findTestObject(""IDEATION/IDEAS/OC_SECURITY_DROPDOWN""), IDEA_SECURITY)",Chrome 71.0.3578.98,,2019-02-04 15:31:54,2019-02-04 15:31:54,0.191s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_SOURCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:31:54,2019-02-04 15:31:54,0.048s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_SOURCE_FIELD""))",Chrome 71.0.3578.98,,2019-02-04 15:31:54,2019-02-04 15:31:54,0.210s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_SOURCE_TYPE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:31:54,2019-02-04 15:31:54,0.093s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_SOURCE_TYPE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:31:54,2019-02-04 15:31:55,0.231s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/OC_STATUS_DROPDOWN""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:31:55,2019-02-04 15:31:55,0.033s,PASSED
"stratapp.Dropdown.AddSource(findTestObject(""IDEATION/IDEAS/OC_SOURCE_DROPDOWN""), IDEA_SOURCE)",Chrome 71.0.3578.98,,2019-02-04 15:31:55,2019-02-04 15:32:01,6.300s,PASSED
"mouseOver(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_ADD_EDIT_CONTENT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:32:01,2019-02-04 15:32:01,0.045s,PASSED
"click(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_ADD_EDIT_CONTENT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:32:01,2019-02-04 15:32:01,0.254s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:32:01,2019-02-04 15:32:01,0.036s,PASSED
"mouseOver(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""))",Chrome 71.0.3578.98,,2019-02-04 15:32:01,2019-02-04 15:32:01,0.031s,PASSED
"click(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""))",Chrome 71.0.3578.98,,2019-02-04 15:32:01,2019-02-04 15:32:01,0.170s,PASSED
"stratapp.NonInput.SendKeys(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""), IDEA_SUMMARY)",Chrome 71.0.3578.98,,2019-02-04 15:32:01,2019-02-04 15:32:02,0.424s,PASSED
"mouseOver(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SAVE_BUTTON""), CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.053s,PASSED
"click(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SAVE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.170s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_PARAGRAPH""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.033s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""), IDEA_STATUS.toUpperCase(), CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.038s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_FIELD""), IDEA_IMPORTANCE, CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.030s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_SECURITY_FIELD""), IDEA_SECURITY, CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.027s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_USERNAME_LINK""), UserName, CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.029s,PASSED
"verifyElementText(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_PARAGRAPH""), IDEA_SUMMARY, CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.026s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_CLOSE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.044s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_CLOSE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:02,0.084s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/LV_SEARCH_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 15:32:02,2019-02-04 15:32:03,0.333s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:03,0.016s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:03,0.027s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/LV_STATUS_FIELD""), IDEA_STATUS.toUpperCase())",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:03,0.031s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/LV_IMPORTANCE_FIELD""), IDEA_IMPORTANCE)",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:03,0.029s,PASSED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_RELATED_TOPICS_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:19,16.597s,FAILED
"waitForElementPresent(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:03,0.029s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:03,0.020s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:03,0.134s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:03,0.016s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:03,0.043s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 15:32:03,2019-02-04 15:32:04,0.356s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:32:04,2019-02-04 15:32:04,0.080s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/LV_SEARCH_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 15:32:04,2019-02-04 15:32:04,0.735s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:32:04,2019-02-04 15:32:04,0.016s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""))",Chrome 71.0.3578.98,,2019-02-04 15:32:04,2019-02-04 15:32:04,0.044s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""))",Chrome 71.0.3578.98,,2019-02-04 15:32:04,2019-02-04 15:32:05,0.157s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/IDEA_CARD""), 60)",Chrome 71.0.3578.98,,2019-02-04 15:32:05,2019-02-04 15:32:05,0.040s,PASSED
"if (RELATED_RISK == ""YES"")",Chrome 71.0.3578.98,,2019-02-04 15:32:05,2019-02-04 15:32:19,14.718s,FAILED
"if (RELATED_KPI == ""YES"")",Chrome 71.0.3578.98,,2019-02-04 15:32:19,2019-02-04 15:32:19,0.002s,FAILED
