Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"stratapp.Dropdown.AddSource(findTestObject(""IDEATION/IDEAS/OC_SOURCE_DROPDOWN""), IDEA_SOURCE)",Chrome 71.0.3578.98,,2019-02-04 14:36:10,2019-02-04 14:36:17,6.180s,PASSED
"mouseOver(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_ADD_EDIT_CONTENT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:36:17,2019-02-04 14:36:17,0.055s,PASSED
"click(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_ADD_EDIT_CONTENT_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:36:17,2019-02-04 14:36:17,0.258s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:36:17,2019-02-04 14:36:17,0.045s,PASSED
"mouseOver(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""))",Chrome 71.0.3578.98,,2019-02-04 14:36:17,2019-02-04 14:36:17,0.039s,PASSED
"click(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""))",Chrome 71.0.3578.98,,2019-02-04 14:36:17,2019-02-04 14:36:17,0.167s,PASSED
"stratapp.NonInput.SendKeys(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_TEXTAREA""), IDEA_SUMMARY)",Chrome 71.0.3578.98,,2019-02-04 14:36:17,2019-02-04 14:36:18,0.433s,PASSED
"mouseOver(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SAVE_BUTTON""), CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.060s,PASSED
"click(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SAVE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.171s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_PARAGRAPH""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.044s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_STATUS_FIELD""), IDEA_STATUS.toUpperCase(), CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.044s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_IMPORTANCE_FIELD""), IDEA_IMPORTANCE, CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.044s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_SECURITY_FIELD""), IDEA_SECURITY, CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.032s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/OC_USERNAME_LINK""), UserName, CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.028s,PASSED
"verifyElementText(findTestObject(""IDEATION/LV2 NAV/THE_IDEA_CHALLENGE/OC_SUMMARY_PARAGRAPH""), IDEA_SUMMARY, CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.022s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/OC_CLOSE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.044s,PASSED
"click(findTestObject(""IDEATION/IDEAS/OC_CLOSE_BUTTON""))",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:18,0.114s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/LV_SEARCH_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 14:36:18,2019-02-04 14:36:19,0.311s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:19,0.020s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:19,0.027s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/LV_STATUS_FIELD""), IDEA_STATUS.toUpperCase())",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:19,0.032s,PASSED
"verifyElementText(findTestObject(""IDEATION/IDEAS/LV_IMPORTANCE_FIELD""), IDEA_IMPORTANCE)",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:19,0.034s,FAILED
,,,,,,
Test Cases/TEMPLATES/IDEATION/IDEA/IDEA_ADD_RELATED_TOPICS_TEMPLATE,Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:33,14.417s,FAILED
"waitForElementPresent(findTestObject(""MENU/IDEATION_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:19,0.016s,PASSED
"mouseOver(findTestObject(""MENU/IDEATION_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:19,0.025s,PASSED
"click(findTestObject(""MENU/IDEATION_TAB""))",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:19,0.125s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/TABS/IDEAS_TAB""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:19,0.018s,PASSED
"mouseOver(findTestObject(""IDEATION/TABS/IDEAS_TAB""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:19,0.122s,PASSED
"click(findTestObject(""IDEATION/TABS/IDEAS_TAB""))",Chrome 71.0.3578.98,,2019-02-04 14:36:19,2019-02-04 14:36:20,0.412s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/IDEAS/LV_PLUS_SIGN_BUTTON""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:36:20,2019-02-04 14:36:20,0.254s,PASSED
"setText(findTestObject(""IDEATION/IDEAS/LV_SEARCH_TEXTFIELD""), IDEA_TITLE)",Chrome 71.0.3578.98,,2019-02-04 14:36:20,2019-02-04 14:36:20,0.623s,PASSED
"waitForElementPresent(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:36:20,2019-02-04 14:36:20,0.013s,PASSED
"mouseOver(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""))",Chrome 71.0.3578.98,,2019-02-04 14:36:20,2019-02-04 14:36:21,0.042s,PASSED
"click(findTestObject(""IDEATION/IDEAS/LV_IDEA_TITLE""))",Chrome 71.0.3578.98,,2019-02-04 14:36:21,2019-02-04 14:36:21,0.212s,PASSED
"waitForElementVisible(findTestObject(""IDEATION/IDEAS/IDEA_CARD""), 60)",Chrome 71.0.3578.98,,2019-02-04 14:36:21,2019-02-04 14:36:21,0.043s,PASSED
"if (RELATED_RISK == ""YES"")",Chrome 71.0.3578.98,,2019-02-04 14:36:21,2019-02-04 14:36:33,12.332s,FAILED
"if (RELATED_KPI == ""YES"")",Chrome 71.0.3578.98,,2019-02-04 14:36:33,2019-02-04 14:36:33,0.003s,FAILED
